id,lastVisitTime,title,typedCount,url,visitCount
5258,2017-09-19T07:42:34.793Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipNWUe9yjDw5mBWdK0GRcmrL45PDTZuiBHdRCbK2&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5257,2017-09-19T07:42:33.748Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipOJkChTAiccaOGeMH3M17WGhsgPEzCnto_hHe40&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5256,2017-09-19T07:42:33.014Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipPaur6Z28tGHNyqqa_CG0RQqm1FepUES31xPBqz&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5255,2017-09-19T07:42:31.202Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipPGS7P8cz7dRzDKlUAxoxPPlCAqwVPUZOyiV2pp&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5254,2017-09-19T07:42:30.240Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipNfJkUNgi7GI_dRajTdTcsWt8gVny-0fcFROaEP&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5253,2017-09-19T07:42:29.345Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipO5IGJ3wbvikHSzwYJzjHfrVXprbilj4ft9Lj48&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5252,2017-09-19T07:42:24.760Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipP2iXBhHiDPxYn7ZSIaUCzkB1RUwXAB4WK1nsvv&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5251,2017-09-19T07:42:22.420Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e1!2shttp%3A%2F%2Flifeandtrendz.com%2Fwp-content%2Fuploads%2F2017%2F02%2FAmazon-Inner-1.jpg&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5250,2017-09-19T07:42:21.099Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipMHwy_8cDtjzlY3_K8pNpoTriCNpuYVydDd2Ger&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5249,2017-09-19T07:42:20.067Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipPBjiszcWxd-Dfp1AQgp_cTX1acM-jUi5qrnJvC&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5248,2017-09-19T07:42:18.985Z,,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659%3A0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps%3A%2F%2Fpicasaweb.google.com%2Flh%2Fsredir%3Funame%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon%20%40%20coimbatore%20-%20Google%20Search&imagekey=!1e10!2sAF1QipNNbLYvEuAUvi-eh22tO3x2puyuTlBjdTSVWyA0&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5247,2017-09-19T07:41:53.804Z,amazon @ coimbatore - Google Search,0,https://www.google.co.in/maps/uv?hl=en&pb=!1s0x3ba8f79ff42c8659:0xf292870f168e7a18!2m22!2m2!1i80!2i80!3m1!2i20!16m16!1b1!2m2!1m1!1e1!2m2!1m1!1e3!2m2!1m1!1e5!2m2!1m1!1e4!2m2!1m1!1e6!3m1!7e115!4shttps://picasaweb.google.com/lh/sredir?uname%3D111815268230222431777%26id%3D6443348444757015794%26target%3DPHOTO!5samazon+@+coimbatore+-+Google+Search&imagekey=!1e3!2s-njkA91bxgNo/WWtfRa3OvPI/AAAAAAAAG_8/HYFUoN6hmTILR7V-h6Jbux8wjemMx0gaQCLIBGAYYCw&sa=X&ved=0ahUKEwjf_eHs37DWAhUMPI8KHZNQDUYQoioIejAK,1
5246,2017-09-19T07:41:43.842Z,amazon @ coimbatore - Google Search,0,https://www.google.co.in/search?q=amazon+%40+coimbatore&oq=amazon+%40+coimbatore&aqs=chrome..69i57.8895j0j7&sourceid=chrome&ie=UTF-8,1
5245,2017-09-19T07:39:55.045Z,SAP BI Analyst - Visual BI Solutions Inc - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#drafts/1599c30138013735,1
3516,2017-09-19T07:39:53.495Z,Drafts (36) - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#drafts,3
5244,2017-09-19T07:39:42.167Z,MSTR | InfoCepts | Chennai - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#sent/15e7a0e33250f74a,1
5242,2017-09-19T07:33:04.723Z,"Nandhini Raja, Jobs matching your Job Alert - Job - nandyfeb4@gmail.com - Gmail",0,https://mail.google.com/mail/u/0/#inbox/15e93fd14880c890,1
29,2017-09-19T07:32:55.811Z,"Inbox (6,072) - nandyfeb4@gmail.com - Gmail",1,https://mail.google.com/mail/u/0/,128
5241,2017-09-19T05:33:44.098Z,sql - Arithmetic overflow error converting datetime's - Stack Overflow,0,https://stackoverflow.com/questions/26415751/arithmetic-overflow-error-converting-datetimes,1
5240,2017-09-19T05:33:43.798Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwjayq-Zw7DWAhWCqI8KHVvaAAgQFgg0MAI&url=https%3A%2F%2Fstackoverflow.com%2Fquestions%2F26415751%2Farithmetic-overflow-error-converting-datetimes&usg=AFQjCNHARza3W0HY4Uo_6g5fBjA-mJW7mg,1
5239,2017-09-19T05:33:42.181Z,sql - Arithmetic overflow error converting expression to data type datetime - Stack Overflow,0,https://stackoverflow.com/questions/633848/arithmetic-overflow-error-converting-expression-to-data-type-datetime,1
5238,2017-09-19T05:33:41.242Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjayq-Zw7DWAhWCqI8KHVvaAAgQFgguMAE&url=https%3A%2F%2Fstackoverflow.com%2Fquestions%2F633848%2Farithmetic-overflow-error-converting-expression-to-data-type-datetime&usg=AFQjCNEnDQCSOkF-elqjTCLxE2uV9GABjA,1
5237,2017-09-19T05:33:32.757Z,arithmetic overflow error converting expression to data type datetime. in sql server - Google Search,0,https://www.google.co.in/search?q=arithmetic+overflow+error+converting+expression+to+data+type+datetime.+in+sql+server&oq=Arithmetic+overflow+error+converting+expression+to+data+type+datetime.+&aqs=chrome.0.0j69i57j0l4.9817j0j7&sourceid=chrome&ie=UTF-8,1
838,2017-09-18T17:40:07.797Z,Exit Adrenalin,0,http://10.100.130.20/Exitpage.aspx?status=ASO,37
837,2017-09-18T17:40:07.731Z,Adrenalin Index Functions,0,http://10.100.130.20/iEngine/AesIndexFunctions.aspx?AES_ZOLOG_SIGNOUT=Y,38
508,2017-09-18T17:40:07.684Z,,0,http://10.100.130.20/iEngine/MyZolog.aspx#,47
499,2017-09-18T17:40:03.017Z,ZOLOG,0,http://10.100.130.20/iEngine/MyZolog.aspx,57
495,2017-09-18T17:39:54.366Z,Welcome to adrenalin,56,http://10.100.130.20/,77
497,2017-09-18T17:39:53.227Z,,0,http://10.100.130.20/ExitPage.aspx?status=ALO,18
496,2017-09-18T17:39:53.227Z,Exit Adrenalin,0,http://10.100.130.20/ExitPage.aspx?status=NTB,36
5178,2017-09-18T15:57:37.844Z,Totals and subtotals,0,https://www2.microstrategy.com/producthelp/10.6/BasicReporting/WebHelp/Lang_1033/Content/BasicReporting/Totals_and_subtotals.htm,2
5236,2017-09-18T15:57:37.784Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwiUs-rjjK_WAhUKLI8KHcpFAfAQFgguMAE&url=https%3A%2F%2Fwww2.microstrategy.com%2Fproducthelp%2F10.6%2FBasicReporting%2FWebHelp%2FLang_1033%2FContent%2FBasicReporting%2FTotals_and_subtotals.htm&usg=AFQjCNGa_kCYyVDWNAnku-UO9Mb1VZWAXA,1
5235,2017-09-18T15:57:25.224Z,how to enable sub total in web dashboard mstr - Google Search,0,https://www.google.co.in/search?q=how+to+enable+sub+total+in+web+dashboard+mstr&oq=how+to+enable+sub+total+in+web+dashboard+mstr&aqs=chrome..69i57.12495j0j4&sourceid=chrome&ie=UTF-8,1
5234,2017-09-18T14:30:23.688Z,SQL Server REPLACE() Function,0,https://www.w3schools.com/sql/func_sqlserver_replace.asp,1
5233,2017-09-18T14:30:22.673Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=4&cad=rja&uact=8&ved=0ahUKEwjSqKOm-a7WAhXEYo8KHQVqBCQQFgg4MAM&url=https%3A%2F%2Fwww.w3schools.com%2Fsql%2Ffunc_sqlserver_replace.asp&usg=AFQjCNGJ7vVZ2XORpZEUsRvnTfs2mmzWIQ,1
4581,2017-09-18T14:30:21.785Z,How to replace a string in a SQL Server Table Column - Stack Overflow,0,https://stackoverflow.com/questions/814548/how-to-replace-a-string-in-a-sql-server-table-column,2
5232,2017-09-18T14:30:20.917Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&cad=rja&uact=8&ved=0ahUKEwjSqKOm-a7WAhXEYo8KHQVqBCQQFggxMAI&url=https%3A%2F%2Fstackoverflow.com%2Fquestions%2F814548%2Fhow-to-replace-a-string-in-a-sql-server-table-column&usg=AFQjCNEsBfRfXtVAtRLnyLtryymYEs0T2A,1
5231,2017-09-18T14:30:20.907Z,SQL Server: REPLACE Function,0,https://www.techonthenet.com/sql_server/functions/replace.php,1
5230,2017-09-18T14:30:19.643Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=2&cad=rja&uact=8&ved=0ahUKEwjSqKOm-a7WAhXEYo8KHQVqBCQQFgguMAE&url=https%3A%2F%2Fwww.techonthenet.com%2Fsql_server%2Ffunctions%2Freplace.php&usg=AFQjCNGsUvGRRZxjbDz_b0dcTsdM-pAfdQ,1
5229,2017-09-18T14:30:15.959Z,replace in sql server - Google Search,0,https://www.google.co.in/search?q=replace+in+sql+server&oq=replace+in+sql+server&gs_l=psy-ab.3...3997326.4003133.0.4003552.0.0.0.0.0.0.0.0..0.0....0...1.1.64.psy-ab..0.0.0....0.LpMqvk5fYPk,1
4771,2017-09-18T13:23:37.029Z,MicroStrategy Community,0,https://community.microstrategy.com/s/article/ka1440000009CuBAAU/KB44681-Grand-Total-is-not-displayed-in-a-grid-when-the-Apply,2
4770,2017-09-18T13:23:36.426Z,,0,https://community.microstrategy.com/t5/Web/TN44681-Grand-Total-is-not-displayed-in-a-grid-when-the-Apply/ta-p/194425,2
5228,2017-09-18T13:23:34.416Z,,0,https://www.google.co.in/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiN5e6w6q7WAhWJvo8KHar5C2IQFggnMAA&url=https%3A%2F%2Fcommunity.microstrategy.com%2Ft5%2FWeb%2FTN44681-Grand-Total-is-not-displayed-in-a-grid-when-the-Apply%2Fta-p%2F194425&usg=AFQjCNGU49z4PrMSu9eT6sJtyhc9xHAq9g,1
5227,2017-09-18T13:23:31.455Z,total is not displaying in web mstr - Google Search,0,https://www.google.co.in/search?q=total+is+not+displaying+in+web+mstr&oq=total+is+not+displaying+in+web+mstr&gs_l=psy-ab.3...1989.3090.0.3266.0.0.0.0.0.0.0.0..0.0....0...1.1.64.psy-ab..0.0.0....0.XwVdlFFXct8,1
5226,2017-09-18T13:23:27.334Z,total is not displaying in web - Google Search,0,https://www.google.co.in/search?q=total+is+not+displaying+in+web&oq=total+is+not+displaying+in+web&aqs=chrome..69i57.9770j0j7&sourceid=chrome&ie=UTF-8,1
2733,2017-09-18T07:22:28.699Z,Notifications | LinkedIn,0,https://www.linkedin.com/notifications/,10
5224,2017-09-18T07:19:28.666Z,Resume Mani - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#sent/15e51be499019f00,2
5225,2017-09-18T07:19:14.921Z,Fwd: Balaji Referral - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#sent/15e51c1bedcc7f99,3
2732,2017-09-18T07:10:02.381Z,(6) LinkedIn,0,https://www.linkedin.com/feed/?trk=,14
2731,2017-09-18T07:10:02.088Z,LinkedIn,1,https://www.linkedin.com/nhome/?trk=,16
2730,2017-09-18T07:09:59.490Z,LinkedIn,0,https://www.linkedin.com/uas/login-submit,3
2969,2017-09-18T07:09:40.500Z,Sign In to LinkedIn,0,https://www.linkedin.com/uas/login,3
5222,2017-09-18T07:09:35.867Z,linked in - Google Search,0,https://www.google.co.in/search?q=linked+in&oq=linked+in&aqs=chrome..69i57j0j69i60l3j0.2111j0j7&sourceid=chrome&ie=UTF-8,1
2719,2017-09-18T07:09:27.951Z,My Naukri,0,https://login.naukri.com/nLogin/Logout.php,4
2656,2017-09-18T07:09:14.106Z,Messages|Mynaukri,0,https://my.naukri.com/Inbox/viewRecruiterMails,8
2331,2017-09-18T07:09:04.392Z,Profile|Mynaukri,0,https://my.naukri.com/Profile/updateSuccess?id=&altresid=&src=,8
2718,2017-09-18T07:09:01.050Z,Update Profile|Mynaukri,0,https://my.naukri.com/Profile/edit?id=&altresid=,4
2717,2017-09-18T07:08:58.552Z,Profile|Mynaukri,0,https://my.naukri.com/Profile/view?id=,5
653,2017-09-18T07:08:55.967Z,Mynaukri,0,https://my.naukri.com/HomePage/view,8
5221,2017-09-18T07:08:41.681Z,Update Profile|Mynaukri,0,https://my.naukri.com/Profile/edit?altresid&id=54bd11102903457ee52ca7b095fa15a0cfbf73540f712668c52a17f2816bd230a17faea29e95a5a4,1
5219,2017-09-18T07:08:40.270Z,Redirecting,0,https://login.naukri.com/nLogin/redirect.php?url=https%3A%2F%2Fmy.naukri.com%2FMailers%2Fshowdnc%2F%3Fid%3D54bd11102903457ee52ca7b095fa15a0cfbf73540f712668c52a17f2816bd230a17faea29e95a5a4%7CX%7CY%7CX%7CE%26url%3Dhttps%253A%252F%252Fmy.naukri.com%252FProfile%252Fedit%253Faltresid%2526id%253D54bd11102903457ee52ca7b095fa15a0cfbf73540f712668c52a17f2816bd230a17faea29e95a5a4,1
5218,2017-09-18T07:08:32.192Z,Jobseeker's Login: Search the Best Jobs available in India & Abroad - Naukri.com,0,https://login.naukri.com/nLogin/Login.php?msg=2&URL=http%3A%2F%2Fmy.naukri.com%2FProfile%2Fedit%3Faltresid,1
5074,2017-09-18T07:08:25.204Z,Jobs - Recruitment - Job Search - Employment - Job Vacancies - Naukri.com,0,https://www.naukri.com/,3
5195,2017-09-18T07:08:12.450Z,"InfoCepts Interview: 21/09/2017, 20:00 (IST) - nandyfeb4@gmail.com - Gmail",0,https://mail.google.com/mail/u/0/#inbox/15e84eb3e10b9d53,2
5217,2017-09-18T07:07:45.085Z,Congratulations! You are selected for special discount by Naukri.com - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#inbox/15e935061319bdd7,1
5216,2017-09-18T07:07:39.913Z,Nandhini: 5 new job opportunities for Data Warehousing & more - 18-Sep - nandyfeb4@gmail.com - Gmail,0,https://mail.google.com/mail/u/0/#inbox/15e91446e00d1853,1
5215,2017-09-15T14:03:56.697Z,Sign in to your account,0,https://login.microsoftonline.com/common/oauth2/authorize?client_id=4345a7b9-9a63-4910-a426-35363201d503&response_mode=form_post&response_type=code+id_token&scope=openid+profile&state=OpenIdConnect.AuthenticationProperties%3dVix62z1bbC9hM6sSoYx9vjPe6yWQuaY2jVDHlZY2bpHeIjdxZHuqAqPg8cdL8YSGN74gGgou3afKry1MalLF--PDPPOg4PVLsw7wBDOqjfHnpIy2RRbRUyoGC7NAgpdrMDhFc2gLPWRZwF7yn52mWDyI0Pam4btxuIalp0_wFoH5mj-fWHntePCxwAC4xA5Mm6rKQ6RKxozqPyZ02kN99A&nonce=636410810364711976.ODExNGVjNDktNWI0OC00YWRiLTgyYTUtZTY0MDBhMmY3YTZiZDlkYzQyNWYtMmQ4ZC00OTMwLTljZDYtMjYyY2E3Zjk4MjZj&redirect_uri=https%3a%2f%2fwww.office.com%2f&ui_locales=en-US&mkt=en-US&client-request-id=66408739-743e-4393-ae02-7a2d1f0962c4&prompt=select_account,1
5214,2017-09-15T14:03:55.896Z,Working...,0,https://login.microsoftonline.com/common/oauth2/authorize?client_id=4345a7b9-9a63-4910-a426-35363201d503&response_mode=form_post&response_type=code+id_token&scope=openid+profile&state=OpenIdConnect.AuthenticationProperties%3dhVNUIGz-wm4QsXqV99JW-WrFzWbIsTtZaHBv__esY3C9sbBnzRCHcA5KIEtAwn20JvzDJnFN2Wwsu83DmMgYbvMjc6-7sp6p0tZZtH7K51MwofhLQp45DhYr2tCtj4qm&nonce=636410810361882935.NzkyYmY2NmUtNDRiOS00Zjc5LTg2Y2YtNDY1YmI0OWYwOTFmMDA1NDBjMTQtZGM4OC00ZmRmLTlkYWYtMjQyZjBkNjIwMGUx&redirect_uri=https%3a%2f%2fwww.office.com%2f&ui_locales=en-US&mkt=en-US&prompt=none&login_hint=NandhiniR%40systechusa.com&msafed=0,1
5213,2017-09-15T13:48:10.794Z,MicroStrategy Community,0,https://community.microstrategy.com/s/question/0D54400004zkdalCAA/derived-metric-case-statement,1
5211,2017-09-15T13:48:09.892Z,,0,https://community.microstrategy.com/t5/Object-Development/Derived-Metric-Case-Statement/td-p/159677,1
